"ID","Model","Classification","ObsNoise","ProcessNoise","TSlength","SimNumber","E","tau","theta","R2","modelform","LEmean","LEmin","LEreg","LEreg_se","Classification2","LEregmin","LEregclass","LEclass"
93,"NPZ","chaotic",0.3,0,100,"Sim.16",3,6,3,0.125391712307844,"ut-ut",-0.0314797638436539,-0.0332114256762831,0.35587789943058,0.225620055017814,"chaotic",-0.0863374084043358,"not chaotic","not chaotic"
94,"NPZ","chaotic",0.3,1,100,"Sim.16",1,1,6,0.0305324915967374,"ut-ut",0.363262071336698,0.351688959406668,0.906188356707574,0.449331223755684,"chaotic",0.0254991581464326,"chaotic","chaotic"
95,"NPZ","chaotic",0.3,2,100,"Sim.16",1,3,0,-0.0287280446611022,"ut-ut",-0.859293802427598,-0.860918659654828,0.896059803070144,0.407314804643421,"chaotic",0.0977227859690388,"chaotic","not chaotic"
96,"NPZ","chaotic",0.3,3,100,"Sim.16",6,2,2,0.138560138404086,"ut-ut",-0.0459010138692002,-0.0534478633911266,0.0897807312054861,0.171202349312026,"chaotic",-0.245775873446084,"not chaotic","not chaotic"
1,"SeasonalPredatorPrey","periodic",0.01,0,100,"Sim.17",4,1,0,0.99999869364944,"gr-ut",0.01453740313647,-0.00484101364434723,0.371306480442951,0.0291784961809569,"not chaotic",0.314116627928275,"chaotic","not chaotic"
2,"SeasonalPredatorPrey","periodic",0.01,1,100,"Sim.17",6,1,1.5,0.987474953438184,"gr-ut",0.00033547671576021,-0.0155832325783297,0.200158563639111,0.0102674085645103,"not chaotic",0.180034442852671,"chaotic","not chaotic"
3,"SeasonalPredatorPrey","periodic",0.01,2,100,"Sim.17",3,1,4,0.975093042772411,"gr-ut",-0.200240733949139,-0.242004576009919,0.39118715458505,0.0323384529289285,"not chaotic",0.32780378684435,"chaotic","not chaotic"
4,"SeasonalPredatorPrey","periodic",0.01,3,100,"Sim.17",5,1,4,0.927840748689944,"ut-ut",-0.0132206764953567,-0.0328574158278618,0.225747897178493,0.00298680386710094,"not chaotic",0.219893761598975,"chaotic","not chaotic"
5,"SeasonalPredatorPrey","periodic",0.1,0,100,"Sim.17",4,1,0,0.999757212259967,"gr-ut",0.0137031385156359,-0.00587953827937971,0.298038605989342,0.0495212926609791,"not chaotic",0.200976872373823,"chaotic","not chaotic"
6,"SeasonalPredatorPrey","periodic",0.1,1,100,"Sim.17",4,1,3,0.988404826392958,"gr-ut",-0.193444804707527,-0.212481657924319,0.445220744353511,0.0226500437632201,"not chaotic",0.4008266585776,"chaotic","not chaotic"
7,"SeasonalPredatorPrey","periodic",0.1,2,100,"Sim.17",2,1,6,0.947552258409625,"gr-log",-0.425988106614616,-0.452574407798874,0.45363648856215,0.0789399241840194,"not chaotic",0.298914237161472,"chaotic","not chaotic"
8,"SeasonalPredatorPrey","periodic",0.1,3,100,"Sim.17",3,1,4,0.928608691490271,"gr-ut",-0.108057654132594,-0.149458927389633,0.434347421623605,0.0660447409821388,"not chaotic",0.304899729298612,"chaotic","not chaotic"
9,"SeasonalPredatorPrey","periodic",0.2,0,100,"Sim.17",4,1,0,0.999353918833778,"gr-ut",0.013720744071855,-0.00581416386536094,0.278820118869946,0.0381373021660995,"not chaotic",0.204071006624391,"chaotic","not chaotic"
10,"SeasonalPredatorPrey","periodic",0.2,1,100,"Sim.17",5,1,2,0.986024784634575,"gr-log",0.0184357968869146,-0.00208264134098332,0.36526685947131,0.0105787557294195,"not chaotic",0.344532498241648,"chaotic","not chaotic"
11,"SeasonalPredatorPrey","periodic",0.2,2,100,"Sim.17",6,1,4,0.975080099932743,"gr-log",-0.0207886195440539,-0.0415969264507737,0.370155431222144,0.0242706872549024,"not chaotic",0.322584884202535,"chaotic","not chaotic"
12,"SeasonalPredatorPrey","periodic",0.2,3,100,"Sim.17",3,1,0.75,0.915624904265492,"gr-log",0.0102982746221835,-0.0125285210541805,0.469817352209822,0.02232207692981,"not chaotic",0.426066081427395,"chaotic","not chaotic"
13,"SeasonalPredatorPrey","periodic",0.3,0,100,"Sim.17",4,1,0,0.998604644978815,"gr-ut",0.00453718056129895,-0.0198708024435041,0.274456620388852,0.0337986141036764,"not chaotic",0.208211336745646,"chaotic","not chaotic"
14,"SeasonalPredatorPrey","periodic",0.3,1,100,"Sim.17",6,1,0,0.98716050568676,"gr-log",0.0167964139585553,-0.00103494264265943,0.313831970623954,0.0153079121372538,"not chaotic",0.283828462834936,"chaotic","not chaotic"
15,"SeasonalPredatorPrey","periodic",0.3,2,100,"Sim.17",6,1,1.5,0.967396858550719,"gr-ut",-0.00454184214083587,-0.0215814687086066,0.302046850773021,0.0162483095597211,"not chaotic",0.270200164035968,"chaotic","not chaotic"
16,"SeasonalPredatorPrey","periodic",0.3,3,100,"Sim.17",2,1,8,0.92622940758172,"gr-log",-0.233091657375979,-0.260097541858286,0.486774968903235,0.0729410064157746,"not chaotic",0.343810596328317,"chaotic","not chaotic"
17,"SeasonalPredatorPrey","chaotic",0.01,0,100,"Sim.17",4,1,6,0.978745722623301,"ut-ut",0.412867916909775,0.406592555051305,0.084161528073049,0.00280132670422917,"chaotic",0.0786709277327598,"chaotic","chaotic"
18,"SeasonalPredatorPrey","chaotic",0.01,1,100,"Sim.17",5,1,8,0.990868851735025,"gr-log",0.250250152354508,0.239250303987172,0.106488759856245,0.0127690135811371,"chaotic",0.0814614932372164,"chaotic","chaotic"
19,"SeasonalPredatorPrey","chaotic",0.01,2,100,"Sim.17",6,1,8,0.97595494166796,"ut-ut",0.214274566861101,0.172952916221777,0.141814351553161,0.0185042138704501,"chaotic",0.105546092367079,"chaotic","chaotic"
20,"SeasonalPredatorPrey","chaotic",0.01,3,100,"Sim.17",5,1,6,0.915448545481524,"ut-ut",0.23803238215922,0.22606342362682,0.132627713392301,0.00744215782479748,"chaotic",0.118041084055698,"chaotic","chaotic"
21,"SeasonalPredatorPrey","chaotic",0.1,0,100,"Sim.17",6,2,6,0.965871208222247,"gr-log",0.0609295567424293,0.0532712356797757,0.0398001340232549,0.0148590108947675,"chaotic",0.0106764726695105,"chaotic","chaotic"
22,"SeasonalPredatorPrey","chaotic",0.1,1,100,"Sim.17",6,1,4,0.978235122492092,"gr-log",0.211126397412366,0.187233176026134,0.102193011864924,0.00301783627219949,"chaotic",0.0962780527714127,"chaotic","chaotic"
23,"SeasonalPredatorPrey","chaotic",0.1,2,100,"Sim.17",5,1,6,0.958984665538984,"ut-ut",0.256762870701176,0.23732187486145,0.193943053796899,0.0143144454300941,"chaotic",0.165886740753915,"chaotic","chaotic"
24,"SeasonalPredatorPrey","chaotic",0.1,3,100,"Sim.17",6,1,6,0.967127050157203,"ut-ut",0.22491361654944,0.20919436656416,0.00329079885869055,0.00361857632959249,"chaotic",-0.00380161074731074,"not chaotic","chaotic"
25,"SeasonalPredatorPrey","chaotic",0.2,0,100,"Sim.17",4,1,6,0.895991005010227,"ut-ut",0.366730729851653,0.360326346398082,0.114387709490125,0.00940241612558984,"chaotic",0.0959589738839691,"chaotic","chaotic"
26,"SeasonalPredatorPrey","chaotic",0.2,1,100,"Sim.17",3,1,8,0.908654064142537,"ut-ut",0.418045581201092,0.402327058418792,0.222562200714787,0.015811397862235,"chaotic",0.191571860904806,"chaotic","chaotic"
27,"SeasonalPredatorPrey","chaotic",0.2,2,100,"Sim.17",6,2,6,0.905303071591142,"gr-log",0.0683825190599375,0.0610869608063042,0.0614868814540129,0.0337218269463402,"chaotic",-0.00460789936081385,"not chaotic","chaotic"
28,"SeasonalPredatorPrey","chaotic",0.2,3,100,"Sim.17",6,1,6,0.898798274211616,"ut-ut",0.169609482550937,0.138747105732485,0.11794740616879,0.00384199391476848,"chaotic",0.110417098095844,"chaotic","chaotic"
29,"SeasonalPredatorPrey","chaotic",0.3,0,100,"Sim.17",5,1,4,0.886987027060029,"ut-ut",0.223050145886098,0.21348796830255,0.164600966386489,0.0067010898820845,"chaotic",0.151466830217604,"chaotic","chaotic"
30,"SeasonalPredatorPrey","chaotic",0.3,1,100,"Sim.17",4,5,6,0.893323284153823,"ut-ut",0.00975550590628193,0.00713451387915005,0.105832567359691,0.0539934439055683,"chaotic",5.41730477707225e-06,"not chaotic","not chaotic"
31,"SeasonalPredatorPrey","chaotic",0.3,2,100,"Sim.17",5,2,4,0.914627441823609,"gr-log",0.0568406115223454,0.0351924964510103,0.12684281062107,0.0672725601109946,"chaotic",-0.00501140719647897,"not chaotic","chaotic"
32,"SeasonalPredatorPrey","chaotic",0.3,3,100,"Sim.17",6,1,3,0.833133824689637,"ut-ut",0.16767998058564,0.161628396921466,0.12720368454265,0.0116966335291799,"chaotic",0.104278282825458,"chaotic","chaotic"
33,"LPA","periodic",0.01,0,100,"Sim.17",2,1,0,0.999653454473652,"gr-ut",0.806780771976706,0.761752826923171,0.553139682485448,0.203137734405498,"not chaotic",0.154989723050672,"chaotic","chaotic"
34,"LPA","periodic",0.01,1,100,"Sim.17",2,1,6,0.996999665457022,"gr-ut",-0.229309170848677,-0.259473823824947,0.556844673809819,0.163774302680736,"not chaotic",0.235847040555576,"chaotic","not chaotic"
35,"LPA","periodic",0.01,2,100,"Sim.17",2,1,6,0.988415305841533,"gr-ut",-0.0950197325917566,-0.139583430374347,0.556519037176672,0.136732312385543,"not chaotic",0.288523704901007,"chaotic","not chaotic"
36,"LPA","periodic",0.01,3,100,"Sim.17",2,1,6,0.967609051855776,"gr-ut",-0.293008335719612,-0.320874359752473,0.593206888093598,0.155823867142689,"not chaotic",0.287792108493928,"chaotic","not chaotic"
37,"LPA","periodic",0.1,0,100,"Sim.17",4,1,4,0.977034130026358,"gr-ut",-0.194403051396239,-0.22793860697979,0.596188376883623,0.0847368188109743,"not chaotic",0.430104212014113,"chaotic","not chaotic"
38,"LPA","periodic",0.1,1,100,"Sim.17",2,1,4,0.98112911718015,"gr-log",-0.340254891412233,-0.391919954328068,0.593948710502014,0.161271788123058,"not chaotic",0.277856005780821,"chaotic","not chaotic"
39,"LPA","periodic",0.1,2,100,"Sim.17",3,6,4,0.975205241608941,"gr-log",-0.0250062607854817,-0.026653266057825,0.230191477769152,0.123281245887844,"not chaotic",-0.0114397641710219,"not chaotic","not chaotic"
40,"LPA","periodic",0.1,3,100,"Sim.17",5,3,0,0.956027015429908,"gr-log",-0.000746058180409287,-0.00223091945033661,0.0827010939910575,0.110640085495518,"not chaotic",-0.134153473580157,"not chaotic","not chaotic"
41,"LPA","periodic",0.2,0,100,"Sim.17",4,5,4,0.969612039991881,"gr-log",-0.0149421129671552,-0.0201840084847379,0.341581781785962,0.253394123103143,"not chaotic",-0.155070699496199,"not chaotic","not chaotic"
42,"LPA","periodic",0.2,1,100,"Sim.17",2,6,3,0.946849499677636,"gr-ut",-0.0241971123383116,-0.0245480009484727,0.36286638055356,0.196232785085119,"not chaotic",-0.0217498782132726,"not chaotic","not chaotic"
43,"LPA","periodic",0.2,2,100,"Sim.17",5,1,4,0.947767486967326,"gr-log",-0.184013234996857,-0.208755711071921,0.331928471398495,0.0270399378187019,"not chaotic",0.27893019327384,"chaotic","not chaotic"
44,"LPA","periodic",0.2,3,100,"Sim.17",2,2,6,0.896188471300639,"gr-ut",-0.249214399540365,-0.271072643655456,0.477607256541237,0.270115445161459,"not chaotic",-0.0518190159752239,"not chaotic","not chaotic"
45,"LPA","periodic",0.3,0,100,"Sim.17",4,5,4,0.891899098184339,"gr-log",-0.0122545731332835,-0.0183320758886747,0.376117870665091,0.230834532804219,"not chaotic",-0.0763178136311786,"not chaotic","not chaotic"
46,"LPA","periodic",0.3,1,100,"Sim.17",1,3,6,0.919763120971605,"gr-ut",-0.252446777935586,-0.255557516015103,0.661160177062134,0.434917048508784,"not chaotic",-0.191277238015082,"not chaotic","not chaotic"
47,"LPA","periodic",0.3,2,100,"Sim.17",3,6,4,0.899046627919955,"ut-ut",-0.045171726103832,-0.0468634375976689,0.251852861085266,0.15450991965704,"not chaotic",-0.0509865814425326,"not chaotic","not chaotic"
48,"LPA","periodic",0.3,3,100,"Sim.17",1,3,3,0.875799439742166,"ut-ut",-0.942915587057719,-0.945507538349745,0.77152597113161,0.451586924387945,"not chaotic",-0.113584400668762,"not chaotic","not chaotic"
49,"LPA","chaotic",0.01,0,100,"Sim.17",3,1,6,0.995207486312216,"ut-ut",0.131935532685107,0.114371931661328,0.177041771528004,0.0241410039521842,"chaotic",0.129725403781722,"chaotic","chaotic"
50,"LPA","chaotic",0.01,1,100,"Sim.17",4,1,6,0.98822066836429,"gr-log",0.0338702754989018,0.0166202309650233,0.230142967398629,0.0190761627151655,"chaotic",0.192753688476905,"chaotic","chaotic"
51,"LPA","chaotic",0.01,2,100,"Sim.17",4,1,6,0.986912961113879,"gr-ut",0.0561420323093232,0.0302290334723109,0.242351904477935,0.00357530916726698,"chaotic",0.235344298510092,"chaotic","chaotic"
52,"LPA","chaotic",0.01,3,100,"Sim.17",4,1,4,0.955900854139893,"ut-ut",0.147269624315405,0.134465599071697,0.36998193618469,0.0121269097343609,"chaotic",0.346213193105343,"chaotic","chaotic"
53,"LPA","chaotic",0.1,0,100,"Sim.17",3,1,3,0.967300277077853,"ut-ut",0.222752171302256,0.20656333496861,0.26595628963183,0.0423397014392055,"chaotic",0.182970474810987,"chaotic","chaotic"
54,"LPA","chaotic",0.1,1,100,"Sim.17",3,1,8,0.96642173797889,"gr-log",0.0458292321255259,0.0210609357016592,0.380534005670419,0.0587753137740416,"chaotic",0.265334390673298,"chaotic","chaotic"
55,"LPA","chaotic",0.1,2,100,"Sim.17",3,1,3,0.927987045533692,"ut-ut",0.159714861181224,0.142891167987891,0.325206085543102,0.0342607561435455,"chaotic",0.258055003501753,"chaotic","chaotic"
56,"LPA","chaotic",0.1,3,100,"Sim.17",5,1,8,0.922348010683468,"gr-ut",0.00676026464600778,-0.0177971961895854,0.245485407495491,0.0104175094601049,"chaotic",0.225067088953685,"chaotic","not chaotic"
57,"LPA","chaotic",0.2,0,100,"Sim.17",4,1,6,0.938315194473819,"gr-log",0.0933830158991808,0.0746937092204773,0.358302818494531,0.0455091079563177,"chaotic",0.269104966900149,"chaotic","chaotic"
58,"LPA","chaotic",0.2,1,100,"Sim.17",3,1,3,0.881117021265016,"ut-ut",0.218172894412877,0.194769127150883,0.469577998493462,0.0571844626177323,"chaotic",0.357496451762707,"chaotic","chaotic"
59,"LPA","chaotic",0.2,2,100,"Sim.17",3,1,4,0.895396198463637,"ut-ut",0.280239759097679,0.263990412974907,0.394125805559693,0.0642080738499242,"chaotic",0.268277980813842,"chaotic","chaotic"
60,"LPA","chaotic",0.2,3,100,"Sim.17",4,1,3,0.868012453521137,"ut-ut",0.184341066376914,0.161848072605075,0.329882260064032,0.00590354553883237,"chaotic",0.318311310807921,"chaotic","chaotic"
61,"LPA","chaotic",0.3,0,100,"Sim.17",4,2,6,0.800659436597559,"ut-ut",0.105209256813082,0.0960756020511766,0.169537971136528,0.230614525554658,"chaotic",-0.282466498950602,"not chaotic","chaotic"
62,"LPA","chaotic",0.3,1,100,"Sim.17",2,2,6,0.790340594766964,"ut-ut",0.0765091711721675,0.0692913093702033,0.438390472309393,0.229917806905583,"chaotic",-0.0122484292255503,"not chaotic","chaotic"
63,"LPA","chaotic",0.3,2,100,"Sim.17",4,1,3,0.798567797416774,"ut-ut",0.142896720217497,0.115313943668075,0.336114493591126,0.0321520295706742,"chaotic",0.273096515632605,"chaotic","chaotic"
64,"LPA","chaotic",0.3,3,100,"Sim.17",4,1,3,0.619933122684019,"ut-ut",0.14390499012748,0.132933436180645,0.405006781901997,0.0340987184650785,"chaotic",0.338173293710444,"chaotic","chaotic"
65,"NPZ","periodic",0.01,0,100,"Sim.17",2,1,2,0.99576504364262,"gr-log",0.02015708083277,0.0177227321781834,0.0535450096261851,0.0194424275245413,"not chaotic",0.0154378516780842,"chaotic","chaotic"
66,"NPZ","periodic",0.01,1,100,"Sim.17",2,1,2,0.995736873472712,"gr-ut",0.00646501548034068,4.33661371612333e-05,0.149125757426017,0.0339462586157411,"not chaotic",0.0825910905391642,"chaotic","not chaotic"
67,"NPZ","periodic",0.01,2,100,"Sim.17",2,1,2,0.995384018264342,"gr-log",-0.00166941947980391,-0.0036043965258341,0.245773786400533,0.0277770891542081,"not chaotic",0.191330691658286,"chaotic","not chaotic"
68,"NPZ","periodic",0.01,3,100,"Sim.17",4,1,0.75,0.995465207668414,"ut-ut",0.00391040102717917,0.00311649117957194,0.145491185374478,0.00878557045597145,"not chaotic",0.128271467280774,"chaotic","not chaotic"
69,"NPZ","periodic",0.1,0,100,"Sim.17",3,3,4,0.935292572084756,"gr-ut",0.0148775216116699,0.0114170451367989,0.112598585594056,0.0921764324411147,"not chaotic",-0.0680672219905283,"not chaotic","chaotic"
70,"NPZ","periodic",0.1,1,100,"Sim.17",3,2,2,0.957624385470584,"gr-log",-0.00020665886416292,-0.00424205062498841,0.0926740600945024,0.0831906674551528,"not chaotic",-0.0703796481175972,"not chaotic","not chaotic"
71,"NPZ","periodic",0.1,2,100,"Sim.17",6,1,0.5,0.926769813936948,"ut-ut",-0.00572158005112234,-0.00667164120054207,0.0897068575482972,0.0144220405916161,"not chaotic",0.0614396579887297,"chaotic","not chaotic"
72,"NPZ","periodic",0.1,3,100,"Sim.17",6,1,3,0.937427452733428,"ut-ut",-0.00873623842983087,-0.0179886703185269,0.0999191295110371,0.00228133294157392,"not chaotic",0.0954477169455522,"chaotic","not chaotic"
73,"NPZ","periodic",0.2,0,100,"Sim.17",6,1,1.5,0.817611427599974,"ut-ut",-0.019539570212884,-0.0248275455838664,0.0959309709567888,0.00778829047235799,"not chaotic",0.0806659216309671,"chaotic","not chaotic"
74,"NPZ","periodic",0.2,1,100,"Sim.17",6,3,0.3,0.845266386243993,"ut-ut",-0.00459543194771159,-0.00537067946087717,0.0799584787996349,0.110930193199653,"not chaotic",-0.137464699871685,"not chaotic","not chaotic"
75,"NPZ","periodic",0.2,2,100,"Sim.17",6,1,0.1,0.795163000824956,"ut-ut",-0.00799927132803658,-0.00822285780130964,0.0938865020347261,0.0109537143859225,"not chaotic",0.0724172218383179,"chaotic","not chaotic"
76,"NPZ","periodic",0.2,3,100,"Sim.17",2,6,0.75,0.786185507173185,"ut-ut",-0.000452340508349959,-0.00155437773471379,0.425213702767344,0.210500900835383,"not chaotic",0.0126319371299937,"chaotic","not chaotic"
77,"NPZ","periodic",0.3,0,100,"Sim.17",6,2,0,0.749535059679954,"gr-log",-0.00425508972151946,-0.00956279423591901,0.0458482792293379,0.0743024835502415,"not chaotic",-0.0997845885291354,"not chaotic","not chaotic"
78,"NPZ","periodic",0.3,1,100,"Sim.17",4,3,3,0.657648210260571,"ut-ut",-0.00182865628463677,-0.00622851423811769,0.109647881062779,0.16232482596612,"not chaotic",-0.208508777830817,"not chaotic","not chaotic"
79,"NPZ","periodic",0.3,2,100,"Sim.17",4,2,3,0.755051829093986,"ut-ut",-0.00891459970620195,-0.0182608706712615,0.0985280456811209,0.123717221571154,"not chaotic",-0.143957708598341,"not chaotic","not chaotic"
80,"NPZ","periodic",0.3,3,100,"Sim.17",6,1,2,0.680633134533105,"gr-ut",-0.0185260771216285,-0.0265528504473806,0.140368350806886,0.0118374436545765,"not chaotic",0.117166961243916,"chaotic","not chaotic"
81,"NPZ","chaotic",0.01,0,100,"Sim.17",2,1,2,0.215214008860488,"ut-ut",-0.135531268206095,-0.162620205656947,0.684912817127062,0.123897928475028,"chaotic",0.442072877316008,"chaotic","not chaotic"
82,"NPZ","chaotic",0.01,1,100,"Sim.17",2,1,3,0.335371149289452,"ut-ut",0.103181474179679,0.0835899679793947,0.748677721244261,0.141462539989958,"chaotic",0.471411142863944,"chaotic","chaotic"
83,"NPZ","chaotic",0.01,2,100,"Sim.17",2,1,4,0.588030648058948,"ut-ut",0.482996179553699,0.475770696492061,0.791596116652563,0.141135177869351,"chaotic",0.514971168028636,"chaotic","chaotic"
84,"NPZ","chaotic",0.01,3,100,"Sim.17",2,1,4,0.424054021792735,"ut-ut",0.199650638068653,0.180511770498455,0.771304864203301,0.155821070272778,"chaotic",0.465895566468656,"chaotic","chaotic"
85,"NPZ","chaotic",0.1,0,100,"Sim.17",2,1,1.5,0.161971410934087,"ut-ut",-0.786836874960729,-0.792782959564168,0.600342374900742,0.185021010896732,"chaotic",0.237701193543148,"chaotic","not chaotic"
86,"NPZ","chaotic",0.1,1,100,"Sim.17",2,1,3,0.0965980513476231,"ut-ut",-0.457085388286834,-0.469597118501522,0.668485187722066,0.1985959190969,"chaotic",0.279237186292143,"chaotic","not chaotic"
87,"NPZ","chaotic",0.1,2,100,"Sim.17",2,4,0,0.156738489525867,"ut-ut",-0.188401356010097,-0.188717930975673,0.307804832459786,0.325498781116099,"chaotic",-0.330172778527769,"not chaotic","not chaotic"
88,"NPZ","chaotic",0.1,3,100,"Sim.17",5,1,0,0.0974004371388532,"ut-ut",-0.212650270602482,-0.213454357421645,0.206505201338727,0.0209804830225855,"chaotic",0.165383454614459,"chaotic","not chaotic"
89,"NPZ","chaotic",0.2,0,100,"Sim.17",1,1,0.75,0.0450900634815449,"ut-ut",-1.52887111214271,-1.53948730905672,0.945233144638654,0.428704992414635,"chaotic",0.104971359505969,"chaotic","not chaotic"
90,"NPZ","chaotic",0.2,1,100,"Sim.17",4,1,0.75,0.0766388943781674,"ut-ut",-0.323179602519338,-0.327395015100274,0.337104664570494,0.0592867682494583,"chaotic",0.220902598801555,"chaotic","not chaotic"
91,"NPZ","chaotic",0.2,2,100,"Sim.17",4,3,2,0.0466714819464658,"ut-ut",-0.059565590479674,-0.0647811305448599,0.16486881467754,0.192865639054205,"chaotic",-0.213147837868701,"not chaotic","not chaotic"
92,"NPZ","chaotic",0.2,3,100,"Sim.17",2,5,3,0.0477647233339045,"ut-ut",-0.0919123014654347,-0.0939460321370606,0.477588378108126,0.291439359459119,"chaotic",-0.0936327664317482,"not chaotic","not chaotic"
93,"NPZ","chaotic",0.3,0,100,"Sim.17",3,5,3,0.0298770992456511,"ut-ut",-0.0119819022908787,-0.0155857780349822,0.34101272800138,0.199059026653714,"chaotic",-0.0491429642398983,"not chaotic","not chaotic"
94,"NPZ","chaotic",0.3,1,100,"Sim.17",5,3,0,0.0990903002541464,"ut-ut",-0.0496593097479334,-0.0498793463617128,0.12504928359058,0.144878767318624,"chaotic",-0.158913100353923,"not chaotic","not chaotic"
95,"NPZ","chaotic",0.3,2,100,"Sim.17",1,3,1,0.00615269145123842,"ut-ut",-0.742317369487633,-0.748407252036456,0.850995235580969,0.464936215904688,"chaotic",-0.0602797475922195,"not chaotic","not chaotic"
96,"NPZ","chaotic",0.3,3,100,"Sim.17",1,1,0.3,-0.0148578508934691,"ut-ut",-2.57971806424642,-2.59544663314589,0.803896883406974,0.500438832060921,"chaotic",-0.176963227432431,"not chaotic","not chaotic"
1,"SeasonalPredatorPrey","periodic",0.01,0,100,"Sim.18",4,1,0,0.999997936613353,"gr-ut",0.0147757821039966,-0.00444625812793574,0.363142928303057,0.0327437780590131,"not chaotic",0.298965123307391,"chaotic","not chaotic"
2,"SeasonalPredatorPrey","periodic",0.01,1,100,"Sim.18",4,1,3,0.97644094176894,"gr-ut",-0.209222752163473,-0.219670117604117,0.392524853814412,0.0205296005238166,"not chaotic",0.352286836787732,"chaotic","not chaotic"
3,"SeasonalPredatorPrey","periodic",0.01,2,100,"Sim.18",6,1,6,0.935005467632556,"gr-ut",-0.0502811804895014,-0.0769105664190287,0.269682093788744,0.00943100212407838,"not chaotic",0.25119732962555,"chaotic","not chaotic"
4,"SeasonalPredatorPrey","periodic",0.01,3,100,"Sim.18",5,3,0,0.898087432557658,"gr-log",0.0138269379246736,0.00581657980097486,0.137787006596824,0.159099991769952,"not chaotic",-0.174048977272282,"not chaotic","not chaotic"
5,"SeasonalPredatorPrey","periodic",0.1,0,100,"Sim.18",4,1,0,0.999746265436474,"gr-ut",0.0133621614392279,-0.00609924397638968,0.304872146279876,0.0471427062426139,"not chaotic",0.212472442044353,"chaotic","not chaotic"
6,"SeasonalPredatorPrey","periodic",0.1,1,100,"Sim.18",6,1,0,0.988345130564542,"gr-log",0.0130967825902821,-0.0036175040384745,0.282058859858882,0.0191607690377714,"not chaotic",0.244503752544851,"chaotic","not chaotic"
7,"SeasonalPredatorPrey","periodic",0.1,2,100,"Sim.18",2,1,4,0.939557858513028,"gr-ut",-0.148825395515821,-0.168328274073245,0.480164847276954,0.0898256668665112,"not chaotic",0.304106540218592,"chaotic","not chaotic"
8,"SeasonalPredatorPrey","periodic",0.1,3,100,"Sim.18",6,1,8,0.87677929685447,"ut-ut",0.0848602101266431,0.0649054839674238,0.363550828755345,0.0124383622509562,"not chaotic",0.339171638743471,"chaotic","chaotic"
9,"SeasonalPredatorPrey","periodic",0.2,0,100,"Sim.18",4,1,0,0.99895563728658,"gr-ut",0.0107733877115746,-0.00784734820579613,0.327505206397041,0.0318038288631342,"not chaotic",0.265169701825298,"chaotic","not chaotic"
10,"SeasonalPredatorPrey","periodic",0.2,1,100,"Sim.18",4,1,6,0.985725631453411,"gr-log",-0.208409654239861,-0.226434799754473,0.286269271505784,0.0309170409496512,"not chaotic",0.225671871244467,"chaotic","not chaotic"
11,"SeasonalPredatorPrey","periodic",0.2,2,100,"Sim.18",2,1,8,0.956675384209732,"gr-log",-0.369150445279939,-0.388836864203714,0.443582267974058,0.0820173168973275,"not chaotic",0.282828326855296,"chaotic","not chaotic"
12,"SeasonalPredatorPrey","periodic",0.2,3,100,"Sim.18",2,1,4,0.942232940225092,"gr-log",-0.389980797755981,-0.415709620014712,0.432222904414004,0.0949250352840023,"not chaotic",0.246169835257359,"chaotic","not chaotic"
13,"SeasonalPredatorPrey","periodic",0.3,0,100,"Sim.18",4,1,0,0.997943212636674,"gr-ut",0.00806052284014239,-0.0119386076014289,0.328843397554591,0.0286103082901038,"not chaotic",0.272767193305987,"chaotic","not chaotic"
14,"SeasonalPredatorPrey","periodic",0.3,1,100,"Sim.18",6,1,4,0.978093535293872,"ut-ut",0.00785715227297931,-0.00672672806332788,0.208733435886785,0.0146102681707772,"not chaotic",0.180097310272062,"chaotic","not chaotic"
15,"SeasonalPredatorPrey","periodic",0.3,2,100,"Sim.18",2,1,8,0.955027685335696,"gr-ut",-0.282317096772634,-0.3270892855754,0.445165205637584,0.0990644055718777,"not chaotic",0.250998970716704,"chaotic","not chaotic"
16,"SeasonalPredatorPrey","periodic",0.3,3,100,"Sim.18",4,1,4,0.930356693107755,"gr-ut",-0.160450918697165,-0.176938030165657,0.29579932871342,0.0293813227299294,"not chaotic",0.238211936162758,"chaotic","not chaotic"
17,"SeasonalPredatorPrey","chaotic",0.01,0,100,"Sim.18",4,1,6,0.973416469829613,"ut-ut",0.403354902956156,0.39373342545244,0.121908055636929,0.00293847953777998,"chaotic",0.116148635742881,"chaotic","chaotic"
18,"SeasonalPredatorPrey","chaotic",0.01,1,100,"Sim.18",6,1,6,0.97704630857679,"ut-ut",0.193406158542549,0.18950636947022,0.0938628423797219,0.013254744171506,"chaotic",0.0678835438035702,"chaotic","chaotic"
19,"SeasonalPredatorPrey","chaotic",0.01,2,100,"Sim.18",4,1,6,0.976930172112471,"ut-ut",0.376113225074724,0.364285002623727,0.0954326608853902,0.00880945927497428,"chaotic",0.0781661207064406,"chaotic","chaotic"
20,"SeasonalPredatorPrey","chaotic",0.01,3,100,"Sim.18",5,1,8,0.946080788771407,"ut-ut",0.265312600397909,0.250980041103012,0.138165297267179,0.00758105920650845,"chaotic",0.123306421222422,"chaotic","chaotic"
21,"SeasonalPredatorPrey","chaotic",0.1,0,100,"Sim.18",4,2,8,0.939307308325606,"gr-log",0.0612647056454057,0.0471578398096976,0.0829703669437,0.0195991414069591,"chaotic",0.0445560497860601,"chaotic","chaotic"
