ID,Time Series Length,Time Step,Known Tau,Known E,Sim 1 ,Sim 2 ,Sim 3,Sim 4,Sim 5,Sim 6,Sim 7,Sim 8,Sim 9,Sim 10,Sim 11,Sim 12,Sim 13,Sim 14,Sim 15,Sim 16,Sim 17,Sim 18,Sim 19,Sim 20,Sim 21,Sim 22,Sim 23,Sim 24,Sim 25,Sim 26,Sim 27,Sim 28,Sim 29,Sim 30,Sim 31,Sim 32,Sim 33,Sim 34,Sim 35,Sim 36,Sim 37,Sim 38,Sim 39,Sim 40,Sim 41,Sim 42,Sim 43,Sim 44,Sim 45,Sim 46,Sim 47,Sim 48,Sim 49,Sim 50,Sim 51,Sim 52,Sim 53,Sim 54,Sim 55,Sim 56,Sim 57,Sim 58,Sim 59,Sim 60,Sim 61,Sim 62,Sim 63,Sim 64,Sim 65,Sim 66,Sim 67,Sim 68,Sim 69,Sim 70,Sim 71,Sim 72,Sim 73,Sim 74,Sim 75,Sim 76,Sim 77,Sim 78,Sim 79,Sim 80,Sim 81,Sim 82,Sim 83,Sim 84,Sim 85,Sim 86,Sim 87,Sim 88,Sim 89,Sim 90,Sim 91,Sim 92,Sim 93,Sim 94,Sim 95,Sim 96,Sim 97,Sim 98,Sim 99,Sim 100
1,100,11,1,1,1.957620517,0.134225874,0.189602854,0.901451245,5.381048934,4.788640552,4.441172559,6.26895457,6.071207906,6.775040861,6.525081643,2.586574512,0.134948645,4.535143932,1.78993831,2.709041694,6.293995197,6.22766535,6.826222253,3.320138204,6.263811625,0.115951376,1.445005299,0.622124581,1.793904309,4.925675947,0.212457691,0.167117824,4.14833499,0.853246495,3.732818492,4.306402541,0.1928617,3.177613418,2.4056372,0.407498245,1.683585455,7.37648785,0.124597475,6.829146372,6.109344593,0.23769675,7.385698206,5.58298843,4.334980076,1.087920957,2.247742579,2.612462021,7.208988519,0.107610058,0.119941556,0.398056796,0.508484583,1.819658261,4.632094364,0.117698205,3.826060105,2.31954366,0.091827746,7.380201397,0.65914361,0.133461982,0.148880633,1.020299523,2.982276378,0.172349445,6.617998181,5.617738138,5.137283575,5.060880785,1.685153116,7.111505229,1.970849043,0.445158866,5.684376828,1.793533088,4.950878499,4.930859252,2.309739761,0.25974463,0.244650367,7.00156271,3.874441224,4.548217283,3.483513373,7.037235487,5.608196021,0.096847241,1.589402882,0.127123874,0.77191706,0.684448585,2.130170097,0.730643111,0.269370964,0.137326101,0.138675952,2.809222778,0.121643378,7.377626163
1,100,12,1,1,5.551727813,2.357361188,3.150538872,7.350728582,0.497497071,0.800599874,1.051003973,0.23850978,0.281492261,0.155393377,0.192159759,3.910870197,2.368342571,0.976981942,6.00290096,3.623908935,0.233540642,0.246926679,0.148755562,2.410581985,0.239542904,2.073969227,6.842188863,6.707729405,5.992388698,0.718051178,3.450537096,2.840062313,1.315704227,7.301258321,1.793815802,1.166141385,3.194262944,2.66050778,4.358716428,5.445464724,6.27981338,0.092718225,2.209432261,0.148384754,0.272661251,3.764231304,0.091982885,0.421783033,1.140808176,7.362117086,4.769225083,3.849068067,0.10713561,1.940894178,2.136796527,5.369756824,6.142274018,5.923872974,0.905665495,2.101539728,1.674936871,4.580585408,1.682585286,0.092421054,6.848588295,2.345736431,2.57669856,7.387554139,3.035604303,2.913687176,0.177602877,0.409913539,0.606070404,0.644461465,6.275814727,0.11650847,5.515792785,5.728862968,0.388036713,5.993373119,0.703763115,0.71509063,4.606162587,4.023688615,3.84750341,0.128037852,1.61601013,0.967072383,2.147980292,0.124180382,0.413140761,1.765673816,6.514011797,2.248543882,7.164976419,6.933811518,5.083661335,7.067640784,4.132833441,2.404343794,2.424702167,3.399692803,2.163430108,0.092627034
1,100,13,1,1,0.432739817,4.48250331,2.710233075,0.094805377,6.075943704,7.221091625,7.379765766,3.774037019,4.26677134,2.671956993,3.184871887,1.572850706,4.454201475,7.387068324,0.298001096,1.941856209,3.71381703,3.874472366,2.574855959,4.346131856,3.786470644,5.235671175,0.14674173,0.164561832,0.300622912,7.033851262,2.198978211,3.332636326,7.089875844,0.098942974,5.992623413,7.297697971,2.630288212,3.73597646,1.120148414,0.472044687,0.236342533,1.697389614,4.871019831,2.569390105,4.169573096,1.752971534,1.685166487,5.556412856,7.322331305,0.09387703,0.812986116,1.646683049,1.933253866,5.597133576,5.065795737,0.50209085,0.265250933,0.318261305,7.354035816,5.161000995,6.301820781,0.942934366,6.282363011,1.69245219,0.145942036,4.512552531,3.934604592,0.091835401,2.92942516,3.176348205,2.986768029,5.4645263,6.640388523,6.795076366,0.237138383,2.082773102,0.445669607,0.374057447,5.287301295,0.300376455,6.993096312,7.025619392,0.924254801,1.445579722,1.648591131,2.262641208,6.449161348,7.384961361,5.035675658,2.202954773,5.489802721,6.066965528,0.193969126,4.76710385,0.111272665,0.135687361,0.632781817,0.120981934,1.331265234,4.362011141,4.310295797,2.27958241,4.994138212,1.69587483
1,100,14,1,1,5.638632473,1.017835542,3.621185874,1.731980369,0.28038086,0.106024457,0.092455867,1.740388278,1.202119291,3.709340757,2.647299801,6.553760476,1.040442733,0.091873984,4.443048721,5.59452318,1.818920452,1.615972793,3.939042349,1.131059004,1.724545803,0.55979976,2.545118208,2.803782132,4.470402744,0.124541427,4.898919114,2.389603265,0.118693823,1.800105746,0.300564132,0.099247453,3.806861949,1.78967271,7.339808667,5.913711814,3.747857528,6.244505368,0.749974176,3.952223976,1.294650222,6.100317588,6.275780609,0.431080632,0.097159381,1.716613445,7.242544804,6.373061347,5.617859156,0.416912475,0.64192455,6.103942964,4.08642328,4.649948642,0.094534866,0.594597577,0.23200829,7.376557261,0.235836426,6.257159245,2.533273177,0.994326589,1.545281045,1.682712663,3.14363902,2.662815359,3.026551483,0.464753156,0.174258047,0.152761396,3.757486325,5.211809593,5.732507251,5.168573135,0.536873204,4.467838813,0.128970331,0.125423908,7.366757958,6.840978047,6.368283279,4.729841059,0.204904503,0.092041504,0.657620048,4.888300831,0.455249162,0.282491459,3.209048883,0.814350115,1.999617049,2.37954855,6.750311053,2.153089986,7.06296235,1.117307844,1.162660293,4.685205896,0.679856628,6.248390444
1,100,15,1,1,0.402930614,7.387894726,1.945688088,6.155125239,4.254651075,1.915330235,1.693030751,6.133220374,7.257001914,1.824878502,3.766854776,0.187547811,7.383173756,1.683354686,1.04947713,0.417807256,5.925841574,6.449253133,1.540173829,7.330878522,6.174438272,6.423891648,4.011073408,3.411619602,1.027445639,2.208562165,0.733516987,4.399646028,2.117207834,5.975929585,4.469791383,1.805095551,1.698835923,6.003604563,0.095703932,0.320960209,1.774159559,0.243459803,7.11574062,1.525091604,7.12486186,0.274727178,0.237145185,5.626340565,1.770811782,6.194984279,0.104082423,0.218497347,0.409872764,5.519065508,6.785520096,0.273895669,1.378845843,0.893068077,1.727505692,6.58985918,3.69510708,0.092712662,3.74172505,0.240885646,4.039977148,7.38893673,6.618870624,6.282038368,2.723021291,3.730598251,2.947249504,5.864973611,2.940336128,2.633623158,1.761672916,0.570705213,0.372933839,0.590978008,6.303679209,1.02949253,2.276995425,2.222249742,0.093501271,0.146893516,0.219379242,0.838660368,3.353096504,1.686141562,6.843176354,0.739740325,5.799898616,4.277640531,2.603679695,7.244807434,5.437604627,4.425406924,0.158702727,5.02192852,0.121468806,7.342021673,7.301285602,0.868666472,6.918991539,0.242666661
1,100,16,1,1,5.409077063,0.09180836,5.584124154,0.262411832,1.213321549,5.666433,6.255677902,0.267268792,0.102793297,5.909935447,1.749597218,3.122802127,0.092183865,6.280401763,7.380304801,5.525963827,0.317740947,0.204888612,6.630773454,0.096444925,0.258200113,0.209324931,1.459341753,2.260458194,7.386323547,4.873340004,7.075078156,1.085323459,5.118647925,0.304772428,1.027933375,5.962667667,6.24079353,0.2978264,1.746825562,4.676741785,6.044611802,3.833341073,0.11608515,6.665619333,0.115178576,4.192495192,3.757568539,0.407024735,6.053437504,0.25379097,1.883902476,3.527259585,5.464205533,0.444477006,0.154011323,4.18328288,6.975478731,7.343675422,6.16675569,0.181894724,1.843936067,1.697297213,1.782152134,3.802586133,1.42798147,0.091725681,0.177471389,0.23590081,3.592041637,1.796733616,3.10689197,0.33421338,3.121107091,3.798998072,6.077485018,6.478003235,5.15884084,6.573494104,0.231645812,7.385905054,4.692011364,4.836882192,1.710384986,2.547364124,3.538374394,7.281888019,2.355581797,6.273292003,0.146618053,7.09083857,0.352727957,1.192153158,3.869967143,0.103879632,0.475082888,1.063914798,2.719844762,0.664902748,2.160702508,0.095521165,0.098940644,7.319466875,0.137418878,3.823884521
1,100,17,1,1,0.486266436,1.682262689,0.42138998,4.054178333,7.243033654,0.393815332,0.241185632,4.109209985,1.862969226,0.32196883,6.109154489,2.761926903,1.688509139,0.236225645,0.092412793,0.44197315,4.644762279,3.352889748,0.175686873,1.759046525,4.005945069,3.410324781,6.811713657,4.735604286,0.091933166,0.748592524,0.120211851,7.363641669,0.615230923,4.513340887,7.386226482,0.308155827,0.24421991,4.441219881,6.116405663,0.874467528,0.287812936,1.665950269,2.076084252,0.170561992,2.061739207,1.272267671,1.76156663,5.441713229,0.285700502,3.954937221,5.751397879,2.08185987,0.464874968,5.723989568,2.651855343,1.28122088,0.130931922,0.095384807,0.259867651,3.045844113,5.858926447,6.244742428,6.023506494,1.704199098,6.877673341,1.68088667,2.984949238,3.742505589,1.987105595,5.984882718,2.791923793,4.805739783,2.76511074,1.708711016,0.280020054,0.199969402,0.59563398,0.18443677,3.690671585,0.091966436,0.86402808,0.770579959,6.211071947,4.005606576,2.065336189,0.100610581,4.487097011,0.237641808,2.543287653,0.11859571,4.978924303,7.268921205,1.621382003,1.880613269,5.933718743,7.374591513,3.599266389,6.86875426,5.001465133,1.743808299,1.800067558,0.09739997,2.40574496,1.677630322
1,100,18,1,1,6.005855926,6.283185121,5.553417283,1.412794565,0.104038576,5.335120588,3.806179698,1.355297256,5.807802934,4.686709006,0.272704604,3.504338199,6.267244813,3.746441837,1.692314883,5.706013987,0.896710612,2.3559236,2.960212717,6.084383399,1.464969548,2.262527949,0.15060874,0.8348569,1.684339347,7.112451681,2.141033129,0.093753426,6.679288565,0.993716589,0.091940881,4.548031409,3.84238744,1.050965437,0.271055671,7.325726674,4.33509067,6.324591349,5.229937336,2.888627708,5.268842477,7.160166285,6.077764295,0.473492462,4.312372801,1.52200342,0.36716096,5.21428405,5.865796253,0.375565072,3.756186377,7.146284389,2.307097654,1.741556453,4.025099125,2.909362434,0.33589386,0.243411335,0.292925511,6.227009272,0.142360469,6.286690402,3.030214784,1.781133112,5.471613305,0.302508478,3.43771531,0.789836915,3.497225518,6.215388782,4.250709413,3.288526799,6.594507408,3.080569999,1.849909757,1.68489285,7.31423105,7.162135473,0.250389281,1.465341686,5.259083792,1.827395212,1.014208937,3.763568009,4.015532405,2.115665305,0.688176152,0.10174218,6.435933334,5.760271802,0.315666937,0.092870335,1.976768924,0.143449603,0.675883715,6.124291647,5.97603102,1.774769667,4.358441984,6.294976618
1,100,19,1,1,0.297268073,0.235673458,0.4321408,6.908656144,1.88319142,0.516433319,1.699690684,7.019721546,0.350427799,0.86764002,4.170055267,2.116287739,0.238852761,1.776001891,6.257510747,0.381176299,7.346818052,4.486214442,3.080365973,0.278410674,6.799607622,4.730140001,2.602106553,7.276486732,6.277890779,0.116413744,5.054380809,1.714565176,0.168591427,7.388909622,1.684467713,0.967212625,1.654843534,7.379779562,4.151680862,0.096874949,1.140711118,0.227604473,0.562402193,3.228939773,0.544966048,0.111734129,0.279954726,5.923267576,1.160807038,6.672696736,5.108389027,0.569565063,0.333985394,5.1815871,1.763354224,0.113076372,4.613065731,6.130171788,1.44404819,3.185379801,4.821794102,3.832763698,4.389597593,0.247062705,2.479970358,0.234979821,2.940026864,6.0262,0.462069579,4.489967875,2.219077983,7.20110361,2.127067833,0.249483998,1.216984986,2.464312549,0.181178904,2.842104065,5.842899136,6.276478792,0.097841237,0.111544988,3.915222927,6.798804325,0.549290978,5.903210523,7.388317224,1.753825561,1.45446413,5.122814643,6.945635031,1.845858546,0.207207108,0.364478709,4.624024566,1.699915704,5.499706523,2.496223266,6.905940947,0.269273269,0.304746687,6.043002447,1.120385325,0.233347933
1,100,20,1,1,4.435369745,3.739748853,5.634201209,0.138639117,5.753316559,6.188901336,6.238598763,0.126059912,4.957847197,7.318325947,1.294175771,5.121133228,3.778168091,6.039751195,0.240814516,5.229577117,0.095126209,1.01490478,2.842495715,4.233086163,0.152172168,0.838462685,3.873718028,0.101080447,0.236724865,2.081276861,0.647830977,6.200279247,2.860886346,0.091727831,6.277563351,7.384996547,6.352592066,0.092454764,1.312367053,1.766130034,7.322418998,3.640968078,6.436981812,2.568222606,6.34712636,2.006983384,4.249995365,0.318421493,7.303169614,0.169538939,0.620329226,6.472436876,4.803556539,0.584805655,6.073065974,2.02836854,0.919272137,0.267951573,6.844204409,2.646377511,0.779854416,1.666661355,1.093780414,3.876079433,4.171502362,3.731329265,3.121744108,0.29226821,5.84677733,1.011948492,4.845322485,0.107865595,5.092030112,3.904600599,7.238337052,4.210579701,3.036030118,3.328229833,0.340387013,0.237006036,1.782023689,2.003965015,1.567762342,0.152276465,6.369889091,0.323772502,0.091774828,6.098079442,6.822141375,0.613171494,0.134321161,5.853770362,3.382978142,5.084690438,0.911413013,6.238020847,0.45157591,4.131149222,0.138961425,4.131738178,4.513075868,0.28819975,7.33962199,3.71146769
