"ID","Model","Classification","NoiseLevel","TSlength","Sim.1","Sim.2","Sim.3","Sim.4","Sim.5","Sim.6","Sim.7","Sim.8","Sim.9","Sim.10","Sim.11","Sim.12","Sim.13","Sim.14","Sim.15","Sim.16","Sim.17","Sim.18","Sim.19","Sim.20"
386,"SineWavePeriodic","periodic",0.1,50,5,4,6,5,5,4,5,3,4,6,5,5,6,5,4,6,4,4,6,4
387,"SineWavePeriodic","periodic",0.2,50,5,3,4,5,6,5,6,4,6,5,5,6,5,6,5,6,4,6,6,6
388,"SineWavePeriodic","periodic",0.3,50,4,6,5,6,5,6,5,1,4,4,6,4,5,5,4,5,5,6,5,6
389,"SineWavePeriodic","periodic",0.01,75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
390,"SineWavePeriodic","periodic",0.1,75,4,4,5,6,5,3,5,6,4,6,5,5,4,4,5,6,5,4,6,6
391,"SineWavePeriodic","periodic",0.2,75,6,5,5,6,2,6,6,6,6,2,4,5,5,5,6,5,5,5,5,5
392,"SineWavePeriodic","periodic",0.3,75,6,5,3,5,2,5,6,6,5,6,4,6,6,2,2,6,5,6,6,5
393,"SineWavePeriodic","periodic",0.01,100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
394,"SineWavePeriodic","periodic",0.1,100,6,6,6,5,4,6,5,4,3,6,3,5,6,5,5,4,4,6,6,4
395,"SineWavePeriodic","periodic",0.2,100,6,6,6,6,5,6,5,6,3,6,3,5,5,5,5,5,6,6,6,5
396,"SineWavePeriodic","periodic",0.3,100,6,2,5,6,6,6,5,6,5,6,3,5,5,5,6,6,6,6,6,6
397,"SineWavePeriodic","periodic",0.01,250,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
398,"SineWavePeriodic","periodic",0.1,250,6,5,6,5,3,6,4,6,4,5,6,6,5,5,5,6,6,6,5,6
399,"SineWavePeriodic","periodic",0.2,250,6,6,6,6,6,6,5,4,6,6,4,4,6,4,6,6,6,6,6,6
400,"SineWavePeriodic","periodic",0.3,250,6,6,5,6,6,5,4,6,5,5,6,6,6,6,4,6,5,6,4,6
401,"WhiteNoiseStochastic","stochastic",0,25,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
402,"WhiteNoiseStochastic","stochastic",0.1,25,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
403,"WhiteNoiseStochastic","stochastic",0.2,25,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,"WhiteNoiseStochastic","stochastic",0.3,25,1,1,1,2,1,3,1,1,1,4,2,1,1,2,1,1,1,1,1,5
405,"WhiteNoiseStochastic","stochastic",0,50,2,2,2,1,2,1,1,1,1,4,2,4,1,2,3,1,3,1,1,1
406,"WhiteNoiseStochastic","stochastic",0.1,50,1,1,2,5,2,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1
407,"WhiteNoiseStochastic","stochastic",0.2,50,1,3,2,2,2,1,1,1,3,1,2,1,1,2,2,1,1,1,3,1
408,"WhiteNoiseStochastic","stochastic",0.3,50,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2
409,"WhiteNoiseStochastic","stochastic",0,75,5,5,1,1,4,5,1,4,3,1,2,2,2,1,1,1,2,1,1,1
410,"WhiteNoiseStochastic","stochastic",0.1,75,2,1,2,3,3,1,3,6,3,1,2,1,2,1,2,1,2,2,1,1
411,"WhiteNoiseStochastic","stochastic",0.2,75,1,5,2,1,1,3,1,1,1,3,4,1,1,2,3,1,3,2,4,1
412,"WhiteNoiseStochastic","stochastic",0.3,75,1,2,1,2,1,1,4,1,1,3,1,2,1,2,1,3,5,1,3,6
413,"WhiteNoiseStochastic","stochastic",0,100,1,2,1,1,2,1,1,1,6,5,1,1,1,4,4,1,3,2,1,5
414,"WhiteNoiseStochastic","stochastic",0.1,100,5,1,1,3,4,2,1,3,2,4,1,5,1,1,1,1,1,4,1,4
415,"WhiteNoiseStochastic","stochastic",0.2,100,2,3,6,3,1,3,6,1,1,1,3,2,1,4,1,1,1,2,2,2
416,"WhiteNoiseStochastic","stochastic",0.3,100,2,6,3,6,1,4,2,3,4,2,1,1,3,1,1,2,1,1,1,1
417,"WhiteNoiseStochastic","stochastic",0,250,1,4,2,1,1,1,1,2,3,1,1,1,1,4,1,1,4,1,1,1
418,"WhiteNoiseStochastic","stochastic",0.1,250,3,4,3,1,3,6,1,1,2,1,2,1,2,1,3,4,1,1,1,1
419,"WhiteNoiseStochastic","stochastic",0.2,250,1,1,2,4,2,1,1,1,2,2,1,4,1,1,5,5,2,1,1,5
420,"WhiteNoiseStochastic","stochastic",0.3,250,5,1,4,1,5,1,5,1,1,1,1,1,1,3,4,1,1,5,2,4
